1	Porto Velho		36660-000	Alem Paraiba	07.866.806/0001-06	Rafael 	Av Dr Antonio Augusto Junqueira 25	MG	0	015 999 380 0021	Agropec Prod Agricolas e Vet de Alem Paraiba Ltda	(32) 3462-5502
300	Cabral		27534-230	Resende	31.534.068/0001-84	Waldir	R Domingos Estorino 445	RJ	0	83 077 433	Bar e Mercearia Dias de Resende Ltda	(24) 3354-6995
301	Centro		27511-270	Resende	31.459.282/0001-13	Delfino	Ezequiel Freira	RJ	0	80 585 853	Bom Delfino Doces Ltda	(24) 3354-0901
302	Paraiso		27535-070	Resende	39.068.440/0001-16	Carlinho	Rua Dom Bosco 107	RJ	0	80 585 624	Carlos A Carvalho da Silva Mercearia	(24) 3354-4211
303	Manejo	(24) 3352-5773	27520-300	Resende	32.526.139/0001-60	Sergio	R Coronel Adalberto Mendes 451	RJ	0	84 117 935	Carvalho e Mattos Com Agrop Ltda Me	(12) 9214-7372
304	Manejo		27522-240	Resende	40.437.964/0001-16	Jorge	Av Coronel Mendes 1387	RJ	0	84 597 635	Casa de Ração Alvorada 92 Ltda	(24) 3355-6368
305	Paraiso		27535-070	Resende	01.464.806/0001-01	Eduardo	R Dom Bosco 99	RJ	0	85 940 996	Casa de Ração Flor do Amanhã Ltda	(24) 3383-0030
306	Itapuca		27500-000	Resende	03.531.938/0001-26	Edson	Rua Reinara dos Santos Nogueira 99	RJ	0	75 790 082	Casa de Ração Itapuca Resende Ltda	(24) 3360-5758
307	Manejo		27522-240	Resende	28.051.662/0001-00	Lair	R Ten Coronel Edelberto Mendes 1424	RJ	0	80 719 337	Cegil Materiais de Construções Ltda	(24) 3355-1353
308	Cidade Alegria		27525-041	Resende	02.079.485/0001-86	Adilson	Av dos Eucaliptos 1031	RJ	0	86 151 375	CereaiSPanamil de Resende Ltda	(24) 3355-4244
309	Manejo		27520-170	Resende	28.035.517/0001-35		Av General A Fonseca 1753	RJ	0	80 719 299	Comercial Popó Com e Repres São Pedro Ltda	(24) 3354-2044
310	Campos Elíseos	(24) 3354-7105	27542-090	Resende	01.640.961/0001-23	Isaias	R LuiSPistarini 117	RJ	0	85 941 984	Comercio de Plasticos Resendense Ltda	(24) 3354-7226
311	Jardim Brasília		27514-230	Resende	05.083.531/0001-09	Bosco	Rua Piloto Paulo Reis Loja B 172	RJ	0	77 378 111	Comércio de Rações Legal Pra Cachorro Ltda	(24) 3354-5676
312	Campos Elíseos		27287-220	Resende	04.783.481/0001-00		Av Marechal Castelo Branco 76 LJ 1/2	RJ	0	77 287 876	Dalton Comercio de Botões Ltda Me	(24) 3354-7591
313	Centro		27511-120	Resende	05.402.974/0001-15	Gilmar	Praça Oliveira Botelho 225	RJ	0	77 474 757	Danjú Mini Mercado Ltda ME	(24) 3354-1092
314	Manejo		27512-230	Resende	00.652.161/0001-60		Av Ten Coronel Mendes 457	RJ	0	85 514 016	Embalagens Tres Carvalhos Ltda	(24) 3354-5412
315	Cidade Alegria		27525-032	Resende	02.500.708/0001-37	Marcelo	Av Perimetral Norte 823	RJ	0	86 308 339	Emilson Silva de Miranda Casa de Ração Me	(24) 3355-5044
316	Cidade Alegria		27525-021	Resende	02.446.863/0001-12	Ivania	Rua Perimetral Sul 87	RJ	0	86 308 053	Erick da Silva Almeida Me	(24) 3355-5822
317	Manejo		27520-300	Resende	02.124.051/0001-50	Magno	AV Coronel Mendes 140	RJ	0	85 873 393	F J H Com Varejista de Ração Produtos Veter Ltda	(24) 3381-4710
318	Cabral		27534-120	Resende	73.793.903/0001-40	Valdeni 	Rua João Ourique Ferreira 11	RJ	0	84 860 476	França Comercio e Representações Ltda	(24) 3355-1825
319	Campos Elíseos		27542-090	Resende	35.890.664/0001-58		LuiSPistarini 107	RJ	0	83 775 181	Franco Cardoso Bomboniere Ltda	(24) 3354-5350
320	Elite		27522-040	Resende	02.581.931/0001-56	Frank	Rua Professora Camila Bruno 22	RJ	0	86 308 681	Frank Clain Me	(24) 3354-1836
321	Centro		27510-070	Resende	39.752.035/0001-12	Ailton	Av João Ferreira Pinto Loja 22  N-44	RJ	0	85 095 773	Free Caçula Comercio de Frios Ltda	
322	Centro		27542-210	Resende	29.800.265/0001-56	Georges	Av Nilo Peçanha 320	RJ	0	80 586 620	Georges Calçados Mat Esportivos Ltda	(24) 3354-1017
323	Paraiso	(24) 3354-3902	27535-140	Resende	30.439.202/0001-03	Guilherme	Rua Agenor Marcondes de Godoy 190	RJ	0	80 598 505	Guilherme Costa de Gouveia Me	(24) 3354-3902
